num,title,publishDate,articleId,isYW
432,关于义乌市城市规划展示馆运行维护项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1669798433000,w38Zp6Ma0Z6wg9ODdAG1aQ==,0
433,关于义乌工商职业技术学院智能施工仿真实训室采购项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1669788495000,7gTPIk9abmlw3DCoywo2aA==,0
434,关于义乌市人民政府福田街道办事处脱水平推式转运站设备及配套车辆的采购项目的中标(成交)结果公告[义乌市政府采购中心],1669702589000,PYqgws3yB4TTzw3bhxteyA==,0
435,关于义乌市基层卫生信息系统检验检查互认系统改造项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1669700600000,FdGaF0ey4wYce7xXhkir6Q==,0
436,关于义乌市卫健局基层医疗卫生绩效考核系统采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1669700584000,E+m/gcTRTVes39pjcp/LwQ==,0
437,关于义乌市刷卡排污总量监控系统设备运维服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1669621306000,xnc8TXgxv1KQPNYgVY/zQw==,0
438,关于义乌市人民法院LED建设项目的中标(成交)结果公告[义乌市政府采购中心],1669364142000,CctGBRrfODHnqA47KQXubQ==,0
439,关于金华市生态环境局义乌分局2022年12个乡镇（街道）空气自动监测站运维服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1669363527000,dkaKgfW1u7tbhqErNW5YsA==,0
440,关于义乌市机动车排气污染防控中心遥感运维项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1669357167000,axHUm/noqi8E6dA+CkTAiA==,0
441,关于义乌市农业“标准地”数字化应用（二期）建设项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1669355106000,HF3sL8SL2egI9cUL3z8KcQ==,0
442,关于义乌工商职业技术学院大数据分析实训项目采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1669280614000,uOYPJaYjTiL+F7kMRHpA5w==,0
443,关于义乌市妇幼保健院数据中心集成项目的中标(成交)结果公告[义乌市政府采购中心],1669276840000,8uyuO/9XPO6N2Jw4SjoLHA==,0
444,关于义乌市廿三里辖区路灯能源管理服务采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1669276178000,S8/nSqdFJ1ArXEIVoMpiQA==,0
445,关于义乌市交通运输局义乌市重型货车防疫智控平台项目的中标(成交)结果公告[义乌市政府采购中心],1669275922000,N38vE3idv0COdMVdB7eC5A==,0
446,关于智慧法庭建设的中标（成交）结果公告[义乌市政府采购中心],1669188900000,5CoUqgyKyQbeQ5NZN5PadQ==,0
447,义乌市数据管理中心网络安全全链路监管服务项目的中标(成交)结果公告,1669172917000,rhJrUeL901Ik6bnfz5ve3Q==,0
448,关于浙江省机电技师学院紧缺人才职业工种技能等级培训认定中心建设采购项目的中标(成交)结果公告[义乌市政府采购中心],1669011263000,NT1s8ByfnIHS17KYOWHPjQ==,0
449,关于义乌市妇幼保健院乳腺机采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1668759609000,ClNWxdCptBL3sL/0oPwJBQ==,0
450,关于义乌市自然资源和规划局数据治理项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1668756174000,drCA10vSs27+nTCbV9PoKw==,0
451,关于义乌市自然资源和规划局义乌市自然资源统一确权登记暨集体土地所有权确权登记成果更新汇交工作项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1668747091000,Dht91Yoq51+c3G/WOPz/yA==,0
452,关于义乌市中医医院GE CT维保服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1668674917000,aJLS3VVhCcryWsrOpB+9Rw==,0
453,关于义乌市民政局养老护理员培训承办机构招选采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1668577263000,mmllzeRkhX68gPyLmq2T2w==,0
454,关于义乌市市场监督管理局罚没物资处置采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1668407990000,N03zWgMV8cY/azkGFBQX4Q==,0
455,关于义乌工商职业技术学院春晗楼标准化考场建设采购项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1668156907000,oxr21JW6cY/rlKLyChmLng==,0
456,关于2022年义乌市教育研修院中小学实验室设备采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1668145149000,DjIjI7eG9jdzJA932QvNHQ==,0
457,关于2022年度义乌市海绵城市建设技术服务项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1668071632000,2VnwSy0Xn8cXjLKqqsnHzA==,0
458,关于浙江省机电技师学院一流技师学院建设（互联网营销师一体化教学考证综合实训室等）项目的中标(成交)结果公告[义乌市政府采购中心],1668067733000,J5SzVmnYHqZcTVyv0Kn9tw==,0
459,关于义乌市佛堂镇人民政府大综合执法平台系统（小间距LED屏幕等硬件）的中标(成交)结果公告[义乌市政府采购中心],1668066676000,HiDFxoPLuSueroexpeyTJg==,0
460,关于义乌市公安局“雪亮工程”项目（二期）采购项目的中标(成交)结果公告[义乌市政府采购中心],1667971052000,TXW9u/QPIx08IL4jGvkIdQ==,0
461,关于义乌市北苑街道柳青社区清扫保洁服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1667965708000,1AR23SqYnOCgAIj1O/BWxg==,0
462,关于国土空间规划协同策略研究--金华市区与义乌市聚合发展研究项目的中标(成交)结果公告[欧邦工程管理集团有限公司],1667955733000,i8uKHX1NVrB0BE5VdeVDBA==,0
463,关于义乌市中心医院医共体江东院区2022年度保洁服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1667897624000,No4Fcr98DIdceiez3vmqWw==,0
464,关于义乌市北苑中学报告厅椅子采购及安装项目（第二次招标）的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1667886384000,ulTWUF2TkDrOR/DisLxavQ==,0
465,关于义乌市公安局智慧警保二期（云上警保）采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1667885667000,xDCfDeKRPcTw/yo1K+iHzQ==,0
466,关于义乌市公安局“雪亮工程”项目（二期）监理服务项目的中标(成交)结果公告[义乌市政府采购中心],1667785739000,W+xaRwgxjS7TF/tdeBy2nA==,0
467,关于义乌市公安局“雪亮工程”项目（二期）第三方检测服务项目的中标(成交)结果公告[义乌市政府采购中心],1667785147000,vO41pP/GVdniHg2NapiDjA==,0
468,关于义乌市佛堂镇人民政府义乌市佛堂镇镇区生活垃圾收集运输第三方运维服务采购项目的中标(成交)结果公告[浙江诚远工程咨询有限公司],1667539666000,RrKHTLPLaqjVJT3yzff3nQ==,0
469,关于义乌市口腔医院CBCT和口腔综合治疗机采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1667523932000,ke6fvBEw3xa7ZQdi0b/8BQ==,0
470,关于义乌市商务局冻猪肉承储单位选定项目（第二次招标）的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1667363139000,fWtSJiq3RuP/2cV5tylXAw==,0
471,关于义乌市救护车北苑街道洗消点工程洗消设备采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1667291136000,L4n8zktxju1VsIqysDRopQ==,0
472,关于义乌市福田街道2022年兴隆社区清扫保洁服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1667267129000,buBO4UNYn0Ul6RgNkvWrmw==,0
473,关于义乌市福田街道2022年宗宅社区清扫保洁服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1667267108000,gfomAU4+SjPZDbE19O7p9Q==,0
474,关于义乌市城镇社区建设专项规划及技术咨询项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1667197326000,fMk5Wp+bwETJqa2kefL6YA==,0
475,关于义乌工商职业技术学院公寓局域网升级采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1667196372000,cG3E+Hdx+18vl/uYewhAlQ==,0
476,关于义乌市城镇职业技术学校2022年校园安防改造采购项目的中标(成交)结果公告[义乌市政府采购中心],1666929786000,qaGNv5MPhotRAelwp5MPQg==,0
477,关于浙江省发展和改革委员会杭丽铁路义乌至缙云段的成交结果公告[浙江省成套招标代理有限公司],1666862198000,57d0Fia7301ixrQZ2QPgdw==,0
478,关于义乌市政府大院安防系统升级改造项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1666758820000,rKVOn3eAvumhMK9J3zboEA==,0
479,关于义乌市村庄规划实施评估项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1666674206000,zjNeA1vrGaoP3uv08GC59g==,0
480,关于浙江省机电技师学院紧缺人才职业工种技能等级培训认定中心建设采购项目的中标(成交)结果公告[义乌市政府采购中心],1666335774000,47eeohezI37dF79SMplhWw==,0
481,关于义乌市北苑街道丹溪未来社区智慧健康站建设项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1666247535000,FRtZFIMpdVq1AYO8q4nwgg==,0
482,关于接口共享系统迭代升级和扩展的中标(成交)结果公告[义乌市政府采购中心],1665728496000,KgUD5OR2lq/P6uMtxJ/oJw==,0
483,关于义乌民用航空站旅客摆渡车采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1665714661000,SP6miFx9fY74gYej484/+w==,0
484,关于义乌工商职业技术学院春晗楼桌椅采购项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1665652862000,avE2d30XUF9lerBJS4ORpQ==,0
485,关于义乌市重点场所管理态势分析项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1665639079000,AvRafs24zCCvyU7rs252Ew==,0
486,关于义乌市交通运输局出租车管理系统升级改造采购项目的中标(成交)结果公告[义乌市政府采购中心],1665555669000,/nX3h1VUEemv06zsYPx0Gg==,0
487,关于智慧烹饪烘焙实训装备采购项目的中标(成交)结果公告[义乌新纪元工程咨询有限公司],1665553529000,WTgLB1wTSK1Hud0yqoWr4A==,0
488,关于义乌、浦江、金义新区部分高速公路差异化收费交通影响评估项目的中标(成交)结果公告[浙江诚远工程咨询有限公司],1665478495000,a5W6HvZWi3QpaH02eRbFhg==,0
489,关于义乌市北苑街道白蚁防治服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1665475266000,wDviauAXTA3SxxY1zHYI8A==,0
490,关于义乌市疾病预防控制中心高压灭菌器及生物安全柜采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1665471929000,BuCUKxgFbyc8wmd118+L9Q==,0
491,关于义乌市福田街道雨污水管网运维服务采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1665400418000,ix5YIhLI0h8amKPu3WvFrA==,0
492,关于义乌市佛堂镇人民政府义乌市佛堂镇白蚁综合治理服务采购项目项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1665382517000,BBKjUxAJVT4my2ixtxwEXw==,0
493,关于义乌市市场监督管理局户外（LED大屏）广告智慧监管平台采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1665381371000,VdqQJrLHcWLBetWYb0S/2g==,0
494,关于义乌市民政局老年人自理能力筛查采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1665279773000,EtY1/k7LV6tN4pv+6LtcEg==,0
495,关于2022年度义乌市国有土地上房屋征收中心（房产处）房屋建筑白蚁防治服务项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1665211381000,OIdDSyDV820osE+IgNepvw==,0
496,关于义乌民用航空站多功能抑尘车采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1665133232000,m3TvYf16yiJ97zyyuCIgPg==,0
497,关于义乌市卫生健康局新冠病毒核酸快速检测设备一批采购项目的中标(成交)结果公告[义乌市政府采购中心],1664507399000,1ORXmpo/GppxAoNTCdfemg==,0
498,关于义乌市人力资源和社会保障信息中心社保市民卡及五险硬件系统维保采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1664504289000,9k6hTq5pKSRyqBBvmLHfIA==,0
499,关于义乌市福田街道2022年振兴社区北区清扫保洁项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1664432661000,1HTZYYuOxL69fqqyXCoPDw==,0
500,关于义乌市福田街道2022年下骆宅社区清扫保洁服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1664432652000,W/qWYyTkyKILq6fUoSvKYg==,0
501,关于2022年义乌市生态环境监测站仪器设备采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1664371071000,SGkmJUNuTcF3YuHGcKlTwg==,0
502,关于义乌市人民政府廿三里街道办事处综合指挥中心信息化采购项目的中标(成交)结果公告[义乌市政府采购中心],1664353860000,/6nz5qJ69CJ+RTGT2DOLVg==,0
503,关于国家税务总局义乌市税务局出口企业“三三智检”风险预警管理采购项目的中标(成交)结果公告[义乌市政府采购中心],1664353446000,slPmoqMnTBEOqawrX2JMDw==,0
504,关于义乌市东阳江（义乌段）、大陈江河湖健康评价编制报告项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1663903172000,sgjK2UGsQT5qMw8a7Sco1Q==,0
505,关于2022年义乌市北苑街道辖区内绿化养护服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1663744139000,Bw2KDZcvAE4QtMrn9oyGPw==,0
506,关于义乌市民政局救助审批改革建设项目采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1663723351000,FN9LOlcSagYqcNblCUtA2A==,0
507,关于义乌民用航空站机场重型泡沫消防车采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1663553849000,mpJMv8O0pY8pTKToU4jG8g==,0
508,关于义乌市口腔医院标识标牌制作项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1663316010000,AdzotcymTc4QJ0uy7C1frw==,0
509,关于义乌中学校园提升工程二期-实验室部分设备采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1663316001000,dz8QWpc6mqSYRF/UvJm4bQ==,0
510,关于义乌市消防救援支队物业服务采购项目的中标(成交)结果公告[义乌市政府采购中心],1663229433000,A1n98yHhjGiW4u9p/4nLQg==,0
511,关于2022年义乌市一网通管运维服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1663039101000,UY0io5rXDYDPyyPqCswsIw==,0
512,关于义乌市公安局义乌市高速公路出口ETC感知系统项目的中标(成交)结果公告[义乌市政府采购中心],1662620612000,SEVAppg6Wdwq4vNsGb9BBA==,0
513,关于义乌市规划验线测量服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1662612136000,xPuOOyCBzR3pcf7hJkmSDg==,0
514,关于浙江省机电技师学院数字化校园与消防物联系统建设项目的中标(成交)结果公告[义乌市政府采购中心],1662535274000,0WHF9knix16fMqZJ/9Twvw==,0
515,关于行政一号楼保洁服务采购的中标(成交)结果公告[义乌市政府采购中心],1662529663000,rusz3mGE8Z4p5xMLHJdWgA==,0
516,关于2022年义乌市教育研修院中小学STEAM（创客）教育设备采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1662447353000,XgUmHl2B9P9u+uGJQj/v8A==,0
517,关于义乌市义亭镇中心卫生院2022年度保洁服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1662424596000,glk2Ns1fjsouPvh+M+lSZQ==,0
518,关于义乌市苏溪镇中心卫生院2022年度保洁服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1662366178000,2ixAzymeHgEYMvtZXd0qxA==,0
519,关于义乌市城镇职业技术学校2022年度保洁服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1662354307000,kzKLy5gUDh9WWplQ/qa5WA==,0
520,关于义乌市口腔医院智慧医院信息化建设采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1662347430000,m7HvewhMme9oQNTaUdYE9g==,0
521,关于义乌市城西街道城镇及工业区域雨污管网运维采购项目的中标(成交)结果公告[浙江诚远工程咨询有限公司],1662114993000,xtMbj+zpRnL7C7emWB0rSA==,0
522,关于义乌市苏溪镇人民政府音视频信息化系统集成项目的中标(成交)结果公告[义乌市政府采购中心],1662103798000,xuDFywItPPHv5iQunKH8ew==,0
523,关于义乌市电子政务项目全生命周期管理系统（二期）采购的中标(成交)结果公告[义乌市政府采购中心],1662099010000,0BDUWBl35ADSMC2+t9Fv2Q==,0
524,关于义乌市公安局服装采购项目的中标(成交)结果公告[义乌市政府采购中心],1662098433000,kq2Yda7ko1dm+J4YXkZt/w==,0
525,关于义乌民用航空站机场火场照明车采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1662092280000,15pmdPkmAzgMhTx6oM8v5w==,0
526,关于义乌民用航空站通信指挥车采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1662092274000,vkfluNdQmLiaYRzLmc1r8A==,0
527,关于浙江省机电技师学院智慧教学多媒体设备采购项目的中标(成交)结果公告[义乌市政府采购中心],1661913033000,XXviqcfqPkho1uLNzjynXg==,0
528,关于义乌市财政项目预算稽核中心义乌疏港高速公路工程BT项目结算审核采购项目项目的中标(成交)结果公告[建经投资咨询有限公司],1661907363000,XAjCih+a2uJfOWb9ksvHCQ==,0
529,关于中共义乌市委党校报告厅中央空调采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1661846326000,nBNiK53Ai2fgUnzyGH3VIg==,0
530,关于义乌市第三中学学生床采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1661761495000,smltwRu309cHF0lOYgLu5A==,0
531,关于义乌工商职业技术学院智慧教室改造采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1661743068000,+yTPSOZqfp+MDCD88AlUCQ==,0
532,关于义乌市中医医院被服洗涤、收送、清点服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1661501007000,QWIWSIS6tJU0N45R5Qoa+g==,0
533,关于义乌、永康、嵊州、仙居、龙游五市县上山文化遗址群申报世界文化遗产预备名单文本编制采购项目的中标(成交)结果公告[浙江中正工程项目管理有限公司],1661128263000,CTzvOTD1BXsNr4MLMSF7Wg==,0
534,关于第17届中国（义乌）文化和旅游产品交易博览会活动项目的中标(成交)结果公告[绍兴天源会计师事务所有限责任公司],1660200111000,16dxOgvFMNnnVB0mz8/2RQ==,0
535,关于义乌市市域绿道网规划编制项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1659600530000,JwnNcjCeOpqwgnGxdvvFZg==,0
536,关于义乌市北苑街道电子商务公共服务中心建设项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1659585520000,JOo3ZrzkK/WgnKfWvfZ9gw==,0
537,关于义乌市佛堂镇绿化养护服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1659426092000,D8wKE7ToTyqyiDl0H4EBcw==,0
538,关于义乌市第二中学学生床采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1659067075000,p/9f4/6VPRL2bmeU3ZHQjQ==,0
539,关于义乌市生态文明建设规划修编和生态文明建设示范区复核材料编制项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1658999937000,MZN9iTGNnLBDOVUbHClVQA==,0
540,关于义乌市赤岸镇人民政府2022年-2024年度清扫保洁服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1658982347000,8QobWGvLnBJKloBLT5xLzg==,0
541,关于义乌市赤岸镇人民政府2022年-2024年度垃圾清运服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1658893704000,0cb4HOPe+okuWdtB0CxtIw==,0
542,关于义乌市第二人民医院保安服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1658815568000,wAFxIiUCZYlxO9/MmnPwzQ==,0
543,关于义乌市数据管理中心机房运维服务项目的中标(成交)结果公告[义乌市政府采购中心],1658480655000,cbOC0CIRyjtpKgFSBzE8WQ==,0
544,关于义乌市公安局核心网络升级改造采购项目的中标(成交)结果公告[义乌市政府采购中心],1658365531000,Vlxmd0IxkixboOQ09I/l8Q==,0
545,关于2022年义乌市教育研修院中小学图书采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1658210738000,RpqhW8MzI295uBPw62c69Q==,0
546,关于义乌市中心医院被服洗涤、收送、清点项目采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1658200182000,CK5K3D9f8Pg0vviE7VdDKA==,0
547,关于金华市生态环境局义乌分局清新空气（负氧离子）自动监测站数据购买服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1658198439000,ETlA/pcP1fOqYh4onYevAA==,0
548,关于义乌市水务局水利防汛抢险装备采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1658125708000,MEAeJCLWqowmhBa6/2K/8Q==,0
549,关于义乌市卫生健康局疫情防控人物同防监测系统采购项目的中标(成交)结果公告[义乌市政府采购中心],1658123653000,vCXArk5/OODR+pyujphrAw==,0
550,关于义乌市小型水库大坝安全监测感知建设项目的中标(成交)结果公告[义乌新纪元工程咨询有限公司],1657878203000,mz+nMwbWDBRYvHOPi6jjew==,0
551,关于苏溪镇镇区公共绿地养护服务采购项目的中标(成交)结果公告[义乌国信房地产估价勘测咨询有限公司],1657857505000,hmHXMQOfNucqBgVAfGlJVA==,0
552,关于浙江省机电技师学院智慧物流实训室建设项目的中标(成交)结果公告[义乌市政府采购中心],1657847762000,rxIlDm87SDJljnNcJZGq3w==,0
553,关于义乌市稠江街道区域共建委、经济技术开发区市政道路清扫保洁服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1657786639000,NmoTqdoYlMvj4Vz565/AuA==,0
554,关于义乌市城西街道城镇区域安保服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1657692227000,YoGizHsb3562CR04nwuLHQ==,0
555,关于浙江省机电技师学院智慧教学多媒体设备采购项目的中标(成交)结果公告[义乌市政府采购中心],1657613899000,xRqqgTo70/gKnZKIICjJUg==,0
556,关于义乌市气象局植物园生态气象观测站（二期）-专项观测设备项目的中标(成交)结果公告[浙江省成套招标代理有限公司],1657609308000,7BELlI5QKsfGsEmQe90Umg==,0
557,关于义乌市苏溪镇初级中学学生床采购项目的中标(成交)结果公告[义乌新纪元工程咨询有限公司],1657607942000,khzfnOI9ULIwjnv7yDbYmA==,0
558,关于义乌市生态环境监测站空气自动监测点位建设项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1657594158000,QgLupMXnaQw0cTZ8FFu0ug==,0
559,关于义乌市稠江街道杨村等四个社区清扫保洁服务采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1657528029000,Ow2190OaGCkow/CeYq3wuQ==,0
560,关于义乌市省级水稻安全利用技术试验及推广项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1657255400000,en4+ST+QMan1ofGO8amZOg==,0
561,关于义乌市第三中学学生床采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1657177338000,JlGJKHFRBFYZZpCKaMhTYA==,0
562,关于义乌市城西街道安全保护服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1657174042000,r9czTlS5nZFJCSEsGyGD5A==,0
563,关于义乌市中心医院设备带采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1657091769000,mEmzwSY2XRpekr8SApM3sA==,0
564,关于金华市生态环境局义乌分局大气微型站运维服务项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1657089290000,g19tfVXKGg1nxpFdgfgseg==,0
565,关于义乌市自然资源征收中心征地工作测绘服务单位采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1657087353000,BAwrS4lJjqyynqOyA8JfzQ==,0
566,关于浙江大学医学院附属第四医院后勤物业服务采购的中标(成交)结果公告[义乌市政府采购中心],1656915804000,TrZ37ZNc286vh1yD3K4+JQ==,0
567,关于义乌市殡仪馆火化柴油采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1656660959000,LpL9pbEUMRejtxAut3zj0g==,0
568,关于浙江省机电技师学院原型制作世赛基地设备采购的中标(成交)结果公告[义乌市政府采购中心],1656567993000,ZL89XGVYkQ80fqtHU1xv2w==,0
569,关于义乌民用航空站高空作业平台采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1656384052000,EKmTNjMs7A95gEllQUeoaQ==,0
570,关于义乌市公安局物证鉴定室试剂耗材采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1656310011000,DU2JbJplFCVxpnyNmYfW+g==,0
571,关于义乌市数字合同综合服务平台采购的中标(成交)结果公告[义乌市政府采购中心],1656059623000,aVQgf/E8wFeFHN1HNJgHYA==,0
572,关于义乌市中心医院微生物质谱仪采购的中标(成交)结果公告[浙江开平企业管理咨询有限公司],1655943335000,mywvrUjMlrdfTnm8r9ZAaQ==,0
573,关于义乌市市场监督管理局公共场所老旧电梯监测服务采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1655877653000,tdHgAYiEuDL8MujrgRwofQ==,0
574,关于义乌市2022年农村公路技术状况检测评定项目的中标(成交)结果公告[浙江省成套招标代理有限公司],1655867998000,CyvcAE7Zr4aTybp0TNupRw==,0
575,关于义乌市苏溪镇人民政府物业管理服务采购项目的中标(成交)结果公告[义乌市政府采购中心],1655794918000,sLFsJRonxTX0IlgGFwyI0Q==,0
576,关于义乌市市场监督管理局产品质量监督抽查采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1655791376000,aTiGA2y2QNtUO9Grs1rSyg==,0
577,关于义乌市市政设施处2022年城区桥梁检测项目的中标(成交)结果公告[浙江省成套招标代理有限公司],1655705060000,PnnjxcIPDDd+1brRwF7R/g==,0
578,关于义乌市上溪镇人民政府12吨重型水罐消防车采购项目的中标(成交)结果公告[浙江诚远工程咨询有限公司],1655537498000,dUImWWkp5pSTZT7oBKXuRw==,0
579,关于义乌市教育研修院计算机采购项目的中标(成交)结果公告[义乌市政府采购中心],1655454778000,AKrnF+NUMViyYtc48Y93WQ==,0
580,关于中国国际贸易促进委员会浙江省委员会中国义乌国际小商品（标准）博览会线上展览会项目的中标公告[浙江省成套招标代理有限公司],1655374074000,eGEFEIPF6I1+VOaicN0VgQ==,0
581,关于义乌市机关后勤服务中心行政八号楼物业管理服务采购项目的中标(成交)结果公告[义乌市政府采购中心],1655367178000,uzJABNqZQU9k7GKsf0J/Cw==,0
582,关于义乌市小流域山洪预警及应急联动感知建设项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1655359419000,UposPp9EdOEkqti7LZrOPQ==,0
583,关于浙江省义乌大成中学学生用床采购项目的中标(成交)结果公告[浙江明达工程造价咨询有限公司],1655264919000,h7pfaSc/3zzLEQ7U+WtbTA==,0
584,关于义乌市人民法院数字办公终端设备采购项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1655259851000,96dlbN+Z/H6t/wAUIsdkHg==,0
585,关于义乌市公路与运输管理中心2022年公路桥梁隧道检测项目的中标(成交)结果公告[浙江省成套招标代理有限公司],1655190957000,46kAUVJ4NVgsZ/rYBmoesQ==,0
586,关于义乌市江东街道重点治安场所人脸建设采购项目的中标(成交)结果公告[浙江华耀建设咨询有限公司],1655186197000,R1u0rabs/dg7vLr8NokIqw==,0
587,关于义乌市北苑街道花园社区清扫保洁服务项目项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1655093145000,y/DgkX8RzsSPoD1wdZXU/g==,0
588,关于义乌工商职业技术学院精品在线开放课程视频拍摄制作服务项目的中标(成交)结果公告[浙江科信联合工程项目管理咨询有限公司],1654864362000,W/qZmSm/XAU91X/NIh+mZA==,0
589,关于金华市生态环境局义乌分局义乌市八都水库饮用水水源保护区勘界定标采购项目项目的中标(成交)结果公告[浙江至诚工程咨询有限责任公司],1654823556000,JQdDancOUaXlf+kjdjB4ew==,0
